,Name,Desc,Runs_Scored,Balls_Faced,4s_hit,6s_hit,SR,Team,Overs_Bowled,Maidens,Runs_Given,Wickets,Econ,Dots,4s_Given,6s_Given,Wd,Nb
0,Q de Kock,c †Dhoni b Thakur,29,17,0,4,170.58,1,,,,,,,,,,
1,RG Sharma,c †Dhoni b Chahar,15,14,1,1,107.14,1,,,,,,,,,,
2,SA Yadav,b Imran Tahir,15,17,1,0,88.23,1,,,,,,,,,,
3,Ishan Kishan,c Raina b Imran Tahir,23,26,3,0,88.46,1,,,,,,,,,,
4,KH Pandya,c & b Thakur,7,7,0,0,100,1,3,0,39,1,13,8,3,4,0,0
5,KA Pollard,not out,41,25,3,3,164,1,,,,,,,,,,
6,HH Pandya,lbw b Chahar,16,10,1,1,160,1,1,0,3,0,3,4,0,0,1,0
7,RD Chahar,c du Plessis b Chahar,0,2,0,0,0,1,4,0,14,1,3.5,13,1,0,0,0
8,MJ McClenaghan,run out (du Plessis/Bravo),0,2,0,0,0,1,4,0,24,0,6,12,2,0,2,0
9,JJ Bumrah,not out,0,0,0,0,0,1,4,0,14,2,3.5,13,0,0,0,0
10,F du Plessis,st †de Kock b KH Pandya,26,13,3,1,200,2,,,,,,,,,,
11,SR Watson,run out (KH Pandya/†de Kock),80,59,8,4,135.59,2,,,,,,,,,,
12,SK Raina,lbw b Chahar,8,14,0,0,57.14,2,,,,,,,,,,
13,AT Rayudu,c †de Kock b Bumrah,1,4,0,0,25,2,,,,,,,,,,
14,MS Dhoni,run out (Ishan Kishan),2,8,0,0,25,2,,,,,,,,,,
15,DJ Bravo,c †de Kock b Bumrah,15,15,0,1,100,2,3,0,24,0,8,7,4,0,1,0
16,RA Jadeja,not out,5,5,0,0,100,2,2,0,12,0,6,3,1,0,0,0
17,SN Thakur,lbw b Malinga,2,2,0,0,100,2,4,0,37,2,9.25,10,0,4,0,0
18,SL Malinga,DNB,0,0,0,0,0,1,4,0,49,1,12.25,7,5,2,1,0
19,DL Chahar,DNB,0,0,0,0,0,2,4,1,26,3,6.5,17,1,3,1,0
20,Harbhajan Singh,DNB,0,0,0,0,0,2,4,0,27,0,6.75,7,3,0,1,0
21,Imran Tahir,DNB,0,0,0,0,0,2,3,0,23,2,7.66,7,0,2,0,0
0,PA Patel,c Rana b Narine,11,11,2,0,100,1,,,,,,,,,,
1,V Kohli,c Shubman Gill b Gurney,100,58,9,4,172.41,1,,,,,,,,,,
2,AD Nath,c Uthappa b Russell,13,15,0,1,86.66,1,,,,,,,,,,
3,MM Ali,c Prasidh Krishna b Kuldeep Yadav,66,28,5,6,235.71,1,1,0,13,0,13,3,0,2,0,0
4,MP Stoinis,not out,17,8,2,1,212.5,1,4,0,32,1,8,13,1,3,1,0
5,CA Lynn,c Kohli b Steyn,1,2,0,0,50,2,,,,,,,,,,
6,SP Narine,c †Patel b Saini,18,16,4,0,112.5,2,4,0,32,1,8,6,2,1,1,0
7,Shubman Gill,c Kohli b Steyn,9,11,1,0,81.81,2,,,,,,,,,,
8,RV Uthappa,c Negi b Stoinis,9,20,1,0,45,2,,,,,,,,,,
9,N Rana,not out,85,46,9,5,184.78,2,,,,,,,,,,
10,AD Russell,run out (Kohli/Ali),65,25,2,9,260,2,3,0,17,1,5.66,8,0,1,0,0
11,KD Karthik,not out,0,0,0,0,0,2,,,,,,,,,,
12,H Klaasen,DNB,0,0,0,0,0,1,,,,,,,,,,
13,P Negi,DNB,0,0,0,0,0,1,,,,,,,,,,
14,DW Steyn,DNB,0,0,0,0,0,1,4,0,40,2,10,12,5,2,0,0
15,Mohammed Siraj,DNB,0,0,0,0,0,1,4,0,38,0,9.5,13,5,1,3,0
16,YS Chahal,DNB,0,0,0,0,0,1,3,0,45,0,15,6,3,4,4,0
17,NA Saini,DNB,0,0,0,0,0,1,4,0,31,1,7.75,12,3,2,0,0
18,PP Chawla,DNB,0,0,0,0,0,2,1,0,10,0,10,1,0,1,0,0
19,Kuldeep Yadav,DNB,0,0,0,0,0,2,4,0,59,1,14.75,6,5,5,1,0
20,HF Gurney,DNB,0,0,0,0,0,2,4,0,42,1,10.5,8,4,2,3,0
21,M Prasidh Krishna,DNB,0,0,0,0,0,2,4,0,52,0,13,5,7,2,0,0
0,SR Watson,b Nadeem,31,29,4,0,106.89,1,,,,,,,,,,
1,F du Plessis,c †Bairstow b Shankar,45,31,3,3,145.16,1,,,,,,,,,,
2,SK Raina,lbw b Rashid Khan,13,13,2,0,100,1,,,,,,,,,,
3,AT Rayudu,not out,25,21,2,0,119.04,1,,,,,,,,,,
4,KM Jadhav,lbw b Rashid Khan,1,2,0,0,50,1,,,,,,,,,,
5,SW Billings,c Shankar b Ahmed,0,4,0,0,0,1,,,,,,,,,,
6,RA Jadeja,not out,10,20,0,0,50,1,4,0,22,0,5.5,8,1,0,0,0
7,DA Warner,c du Plessis b Chahar,50,25,10,0,200,2,,,,,,,,,,
8,JM Bairstow,not out,61,44,3,3,138.63,2,,,,,,,,,,
9,KS Williamson,c & b Imran Tahir,3,5,0,0,60,2,,,,,,,,,,
10,V Shankar,c †Billings b Imran Tahir,7,11,0,0,63.63,2,2,0,11,1,5.5,5,1,0,0,0
11,DJ Hooda,c du Plessis b Sharma,13,16,1,0,81.25,2,,,,,,,,,,
12,YK Pathan,not out,0,0,0,0,0,2,,,,,,,,,,
13,KV Sharma,DNB,0,0,0,0,0,1,2.5,0,33,1,11.64,4,1,3,0,0
14,Imran Tahir,DNB,0,0,0,0,0,1,4,0,20,2,5,13,3,0,0,0
15,SN Thakur,DNB,0,0,0,0,0,1,3,0,31,0,10.33,4,4,0,3,0
16,DL Chahar,DNB,0,0,0,0,0,1,3,0,31,1,10.33,5,5,0,0,0
17,Rashid Khan,DNB,0,0,0,0,0,2,4,0,17,2,4.25,13,2,0,0,0
18,B Kumar,DNB,0,0,0,0,0,2,4,0,21,0,5.25,12,2,0,0,0
19,Sandeep Sharma,DNB,0,0,0,0,0,2,4,0,33,0,8.25,6,3,0,2,0
20,S Nadeem,DNB,0,0,0,0,0,2,2,0,24,1,12,1,1,2,0,0
21,KK Ahmed,DNB,0,0,0,0,0,2,4,0,22,1,5.5,14,2,1,1,0
0,PA Patel,c Yadav b HH Pandya,28,20,4,1,140,1,,,,,,,,,,
1,V Kohli,c †de Kock b Behrendorff,8,9,1,0,88.88,1,,,,,,,,,,
2,AB de Villiers,run out (Pollard),75,51,6,4,147.05,1,,,,,,,,,,
3,MM Ali,c HH Pandya b Malinga,50,32,1,5,156.25,1,4,0,18,2,4.5,12,0,1,0,0
4,MP Stoinis,c Sharma b Malinga,0,2,0,0,0,1,,,,,,,,,,
5,AD Nath,c †de Kock b Malinga,2,3,0,0,66.66,1,,,,,,,,,,
6,P Negi,c †de Kock b Malinga,0,2,0,0,0,1,4,0,47,0,11.75,8,3,4,2,0
7,UT Yadav,not out,0,1,0,0,0,1,2,0,25,0,12.5,6,4,1,1,0
8,Mohammed Siraj,not out,0,0,0,0,0,1,2,0,21,1,10.5,4,2,1,2,0
9,Q de Kock,lbw b Ali,40,26,5,2,153.84,2,,,,,,,,,,
10,RG Sharma,b Ali,28,19,2,2,147.36,2,,,,,,,,,,
11,SA Yadav,c Saini b Chahal,29,23,2,1,126.08,2,,,,,,,,,,
12,Ishan Kishan,st †Patel b Chahal,21,9,0,3,233.33,2,,,,,,,,,,
13,KH Pandya,c sub (Milind Kumar) b Mohammed Siraj,11,21,1,0,52.38,2,1,0,10,0,10,1,0,1,0,0
14,HH Pandya,not out,37,16,5,2,231.25,2,3,0,21,1,7,5,1,1,0,0
15,KA Pollard,not out,0,0,0,0,0,2,,,,,,,,,,
16,YS Chahal,DNB,0,0,0,0,0,1,4,0,27,2,6.75,13,3,1,0,0
17,NA Saini,DNB,0,0,0,0,0,1,3,0,34,0,11.33,5,3,2,1,0
18,JP Behrendorff,DNB,0,0,0,0,0,2,4,0,49,1,12.25,10,6,3,1,0
19,RD Chahar,DNB,0,0,0,0,0,2,4,0,31,0,7.75,9,2,2,0,0
20,JJ Bumrah,DNB,0,0,0,0,0,2,4,1,22,0,5.5,14,3,0,0,0
21,SL Malinga,DNB,0,0,0,0,0,2,4,0,31,4,7.75,8,0,3,0,0
0,AM Rahane,not out,105,63,11,3,166.66,1,,,,,,,,,,
1,SV Samson,run out (Rabada),0,0,0,0,0,1,,,,,,,,,,
2,SPD Smith,c Morris b Patel,50,32,8,0,156.25,1,,,,,,,,,,
3,BA Stokes,c Iyer b Morris,8,8,1,0,100,1,,,,,,,,,,
4,AJ Turner,c Rutherford b Sharma,0,1,0,0,0,1,,,,,,,,,,
5,STR Binny,b Rabada,19,13,2,0,146.15,1,1,0,3,0,3,3,0,0,0,0
6,R Parag,b Rabada,4,3,1,0,133.33,1,3,0,25,1,8.33,4,3,0,0,0
7,PP Shaw,c Parag b Gopal,42,39,4,1,107.69,2,,,,,,,,,,
8,S Dhawan,st †Samson b Gopal,54,27,8,2,200,2,,,,,,,,,,
9,SS Iyer,c Stokes b Parag,4,5,0,0,80,2,,,,,,,,,,
10,RR Pant,not out,78,36,6,4,216.66,2,,,,,,,,,,
11,SE Rutherford,c Parag b Kulkarni,11,5,1,1,220,2,1,0,16,0,16,1,3,0,2,0
12,CA Ingram,not out,3,5,0,0,60,2,,,,,,,,,,
13,JC Archer,DNB,0,0,0,0,0,1,4,0,31,0,7.75,8,1,2,0,0
14,S Gopal,DNB,0,0,0,0,0,1,4,0,47,2,11.75,8,6,2,0,1
15,JD Unadkat,DNB,0,0,0,0,0,1,3.2,0,36,0,10.8,4,3,2,0,0
16,DS Kulkarni,DNB,0,0,0,0,0,1,4,0,51,1,12.75,4,6,2,0,0
17,AR Patel,DNB,0,0,0,0,0,2,4,0,39,1,9.75,5,4,1,0,0
18,CH Morris,DNB,0,0,0,0,0,2,4,0,41,1,10.25,6,5,1,1,0
19,A Mishra,DNB,0,0,0,0,0,2,3,0,28,0,9.33,3,3,0,0,0
20,K Rabada,DNB,0,0,0,0,0,2,4,0,37,2,9.25,8,4,1,1,0
21,I Sharma,DNB,0,0,0,0,0,2,4,0,29,1,7.25,12,4,0,0,0
0,RG Sharma,b Mishra,30,22,3,1,136.36,1,,,,,,,,,,
1,Q de Kock,run out (Rabada/†Pant/Patel),35,27,2,2,129.62,1,,,,,,,,,,
2,BCJ Cutting,lbw b Patel,2,4,0,0,50,1,,,,,,,,,,
3,SA Yadav,c †Pant b Rabada,26,27,2,0,96.29,1,,,,,,,,,,
4,KH Pandya,not out,37,26,5,0,142.3,1,2,0,7,1,3.5,6,0,0,0,0
5,HH Pandya,c †Pant b Rabada,32,15,2,3,213.33,1,2,0,17,1,8.5,7,2,1,0,0
6,KA Pollard,not out,0,0,0,0,0,1,,,,,,,,,,
7,PP Shaw,c HH Pandya b Chahar,20,24,2,0,83.33,2,,,,,,,,,,
8,S Dhawan,b Chahar,35,22,5,1,159.09,2,,,,,,,,,,
9,C Munro,b KH Pandya,3,9,0,0,33.33,2,,,,,,,,,,
10,SS Iyer,b Chahar,3,6,0,0,50,2,,,,,,,,,,
11,RR Pant,b Bumrah,7,11,0,0,63.63,2,,,,,,,,,,
12,AR Patel,b Bumrah,26,23,1,1,113.04,2,4,0,17,1,4.25,7,0,0,0,0
13,CH Morris,c HH Pandya b Malinga,11,9,0,1,122.22,2,3,0,39,0,13,3,4,2,1,0
14,KMA Paul,run out (Bumrah),0,0,0,0,0,2,3,0,37,0,12.33,4,2,3,0,1
15,K Rabada,c Pollard b HH Pandya,9,8,0,1,112.5,2,4,0,38,2,9.5,8,5,1,2,0
16,A Mishra,not out,6,8,0,0,75,2,3,0,18,1,6,7,2,0,0,0
17,I Sharma,not out,0,0,0,0,0,2,3,0,17,0,5.66,5,1,0,0,0
18,RD Chahar,DNB,0,0,0,0,0,1,4,0,19,3,4.75,15,2,0,2,0
19,J Yadav,DNB,0,0,0,0,0,1,4,0,25,0,6.25,9,1,1,0,0
20,JJ Bumrah,DNB,0,0,0,0,0,1,4,0,18,2,4.5,13,0,1,0,0
21,SL Malinga,DNB,0,0,0,0,0,1,4,0,37,1,9.25,5,3,1,1,0
0,CA Lynn,c Williamson b Ahmed,51,47,4,1,108.51,1,,,,,,,,,,
1,SP Narine,b Ahmed,25,8,3,2,312.5,1,4,0,34,0,8.5,7,1,2,0,0
2,Shubman Gill,c Shankar b Ahmed,3,4,0,0,75,1,,,,,,,,,,
3,N Rana,c †Bairstow b Kumar,11,11,1,0,100,1,,,,,,,,,,
4,KD Karthik,run out (Shankar/†Bairstow),6,4,1,0,150,1,,,,,,,,,,
5,RK Singh,c Rashid Khan b Sandeep Sharma,30,25,1,2,120,1,,,,,,,,,,
6,AD Russell,c Rashid Khan b Kumar,15,9,0,2,166.66,1,1,0,8,0,8,1,1,0,0,0
7,PP Chawla,c †Bairstow b Rashid Khan,4,8,1,0,50,1,3,0,38,0,12.66,5,3,3,0,0
8,Y Prithvi Raj,not out,0,1,0,0,0,1,3,0,29,1,9.66,5,2,1,2,0
9,KC Cariappa,not out,9,3,0,1,300,1,2,0,34,0,17,1,2,3,1,0
10,DA Warner,b Prithvi Raj,67,38,3,5,176.31,2,,,,,,,,,,
11,JM Bairstow,not out,80,43,7,4,186.04,2,,,,,,,,,,
12,KS Williamson,not out,8,9,0,0,88.88,2,,,,,,,,,,
13,HF Gurney,DNB,0,0,0,0,0,1,2,0,16,0,8,2,1,0,1,0
14,V Shankar,DNB,0,0,0,0,0,2,,,,,,,,,,
15,YK Pathan,DNB,0,0,0,0,0,2,,,,,,,,,,
16,DJ Hooda,DNB,0,0,0,0,0,2,,,,,,,,,,
17,Rashid Khan,DNB,0,0,0,0,0,2,4,0,23,1,5.75,12,1,1,0,0
18,B Kumar,DNB,0,0,0,0,0,2,4,0,35,2,8.75,12,4,2,1,0
19,S Nadeem,DNB,0,0,0,0,0,2,4,0,30,0,7.5,7,1,2,0,0
20,KK Ahmed,DNB,0,0,0,0,0,2,4,0,33,3,8.25,8,3,1,3,0
21,Sandeep Sharma,DNB,0,0,0,0,0,2,4,0,37,1,9.25,6,2,2,0,0
0,PA Patel,c R Ashwin b M Ashwin,43,24,7,2,179.16,1,,,,,,,,,,
1,V Kohli,c Mandeep Singh b Mohammed Shami,13,8,2,0,162.5,1,,,,,,,,,,
2,AB de Villiers,not out,82,44,3,7,186.36,1,,,,,,,,,,
3,MM Ali,b R Ashwin,4,5,1,0,80,1,3,0,22,1,7.33,6,0,2,0,0
4,AD Nath,c Mandeep Singh b Viljoen,3,7,0,0,42.85,1,,,,,,,,,,
5,MP Stoinis,not out,46,34,2,3,135.29,1,2,0,13,1,6.5,3,1,0,0,0
6,KL Rahul,c Southee b Ali,42,27,7,1,155.55,2,,,,,,,,,,
7,CH Gayle,c de Villiers b Yadav,23,10,4,1,230,2,,,,,,,,,,
8,MA Agarwal,c Chahal b Stoinis,35,21,5,1,166.66,2,,,,,,,,,,
9,DA Miller,c de Villiers b Saini,24,25,2,0,96,2,,,,,,,,,,
10,N Pooran,c de Villiers b Saini,46,28,1,5,164.28,2,,,,,,,,,,
11,Mandeep Singh,not out,4,4,0,0,100,2,,,,,,,,,,
12,R Ashwin,c Kohli b Yadav,6,2,0,1,300,2,4,0,15,1,3.75,10,0,0,0,0
13,GC Viljoen,c †Patel b Yadav,0,1,0,0,0,2,4,0,51,1,12.75,6,3,4,2,0
14,M Ashwin,not out,1,2,0,0,50,2,4,0,31,1,7.75,7,1,2,0,0
15,Washington Sundar,DNB,0,0,0,0,0,1,2,0,21,0,10.5,6,0,3,0,0
16,UT Yadav,DNB,0,0,0,0,0,1,4,0,36,3,9,11,3,2,3,0
17,TG Southee,DNB,0,0,0,0,0,1,3,0,33,0,11,7,7,0,1,0
18,YS Chahal,DNB,0,0,0,0,0,1,2,0,27,0,13.5,2,2,2,0,0
19,NA Saini,DNB,0,0,0,0,0,1,4,0,33,2,8.25,10,6,0,0,0
20,AS Rajpoot,DNB,0,0,0,0,0,2,4,0,46,0,11.5,8,5,2,0,2
21,Mohammed Shami,DNB,0,0,0,0,0,2,4,0,53,1,13.25,10,6,4,1,0
0,DA Warner,st †Dhoni b Harbhajan Singh,57,45,3,2,126.66,1,,,,,,,,,,
1,JM Bairstow,c †Dhoni b Harbhajan Singh,0,2,0,0,0,1,,,,,,,,,,
2,MK Pandey,not out,83,49,7,3,169.38,1,,,,,,,,,,
3,V Shankar,c Jadeja b Chahar,26,20,2,1,130,1,,,,,,,,,,
4,YK Pathan,not out,5,4,0,0,125,1,,,,,,,,,,
5,SR Watson,c †Bairstow b Kumar,96,53,9,6,181.13,2,,,,,,,,,,
6,F du Plessis,run out (Hooda),1,7,0,0,14.28,2,,,,,,,,,,
7,SK Raina,st †Bairstow b Rashid Khan,38,24,6,1,158.33,2,,,,,,,,,,
8,AT Rayudu,c Shankar b Sandeep Sharma,21,25,1,0,84,2,,,,,,,,,,
9,KM Jadhav,not out,11,10,0,1,110,2,,,,,,,,,,
10,DJ Bravo,not out,0,0,0,0,0,2,4,0,34,0,8.5,4,3,0,1,0
11,Shakib Al Hasan,DNB,0,0,0,0,0,1,4,0,27,0,6.75,7,1,1,0,0
12,DJ Hooda,DNB,0,0,0,0,0,1,,,,,,,,,,
13,Rashid Khan,DNB,0,0,0,0,0,1,4,0,44,1,11,7,5,2,1,0
14,B Kumar,DNB,0,0,0,0,0,1,4,1,18,1,4.5,15,3,0,0,0
15,KK Ahmed,DNB,0,0,0,0,0,1,4,0,26,0,6.5,12,1,2,0,0
16,Sandeep Sharma,DNB,0,0,0,0,0,1,3.5,0,54,1,14.08,4,6,3,1,0
17,MS Dhoni,DNB,0,0,0,0,0,2,,,,,,,,,,
18,RA Jadeja,DNB,0,0,0,0,0,2,4,0,33,0,8.25,5,2,1,0,0
19,Harbhajan Singh,DNB,0,0,0,0,0,2,4,0,39,2,9.75,9,3,2,0,0
20,DL Chahar,DNB,0,0,0,0,0,2,4,0,30,1,7.5,11,4,0,2,0
21,Imran Tahir,DNB,0,0,0,0,0,2,4,0,38,0,9.5,5,0,3,0,0
0,RG Sharma,c Vijay b Santner,67,48,6,3,139.58,1,,,,,,,,,,
1,Q de Kock,c †Rayudu b Chahar,15,9,1,1,166.66,1,,,,,,,,,,
2,E Lewis,c Bravo b Santner,32,30,3,1,106.66,1,,,,,,,,,,
3,KH Pandya,c Santner b Imran Tahir,1,3,0,0,33.33,1,3,0,7,2,2.33,12,0,0,0,0
4,HH Pandya,not out,23,18,1,1,127.77,1,2,0,22,1,11,5,2,1,1,1
5,KA Pollard,not out,13,12,2,0,108.33,1,,,,,,,,,,
6,M Vijay,c Yadav b Bumrah,38,35,3,1,108.57,2,,,,,,,,,,
7,SR Watson,c Chahar b Malinga,8,4,2,0,200,2,,,,,,,,,,
8,SK Raina,c Yadav b HH Pandya,2,4,0,0,50,2,,,,,,,,,,
9,AT Rayudu,b KH Pandya,0,3,0,0,0,2,,,,,,,,,,
10,KM Jadhav,b KH Pandya,6,11,0,0,54.54,2,,,,,,,,,,
11,DR Shorey,c Chahar b Roy,5,8,0,0,62.5,2,,,,,,,,,,
12,DJ Bravo,c & b Malinga,20,17,2,0,117.64,2,4,0,35,0,8.75,7,3,1,2,0
13,MJ Santner,c Pollard b Malinga,22,20,0,2,110,2,4,0,13,2,3.25,15,1,0,0,0
14,DL Chahar,c KH Pandya b Bumrah,0,2,0,0,0,2,4,0,46,1,11.5,7,6,1,1,0
15,Harbhajan Singh,c HH Pandya b Malinga,1,3,0,0,33.33,2,4,0,23,0,5.75,13,0,2,0,0
16,Imran Tahir,not out,0,0,0,0,0,2,4,0,37,1,9.25,6,3,2,0,0
17,SA Yadav,DNB,0,0,0,0,0,1,,,,,,,,,,
18,AS Roy,DNB,0,0,0,0,0,1,2,0,11,1,5.5,4,0,0,3,0
19,RD Chahar,DNB,0,0,0,0,0,1,4,0,21,0,5.25,7,1,0,0,0
20,JJ Bumrah,DNB,0,0,0,0,0,1,3,0,10,2,3.33,12,1,0,1,0
21,SL Malinga,DNB,0,0,0,0,0,1,3.4,0,37,4,10.09,8,3,2,0,0
0,KL Rahul,st †Pant b Lamichhane,12,9,1,1,133.33,1,,,,,,,,,,
1,CH Gayle,c Patel b Lamichhane,69,37,6,5,186.48,1,,,,,,,,,,
2,MA Agarwal,c Rutherford b Rabada,2,9,0,0,22.22,1,,,,,,,,,,
3,DA Miller,c Shaw b Patel,7,5,1,0,140,1,,,,,,,,,,
4,Mandeep Singh,st †Pant b Patel,30,27,1,1,111.11,1,,,,,,,,,,
5,SM Curran,c & b Lamichhane,0,4,0,0,0,1,3.4,0,34,0,9.27,8,5,0,1,1
6,R Ashwin,c Iyer b Rabada,16,14,2,0,114.28,1,3,0,26,0,8.66,6,2,1,2,0
7,Harpreet Brar,not out,20,12,2,1,166.66,1,2,0,24,0,12,0,2,1,0,0
8,GC Viljoen,not out,2,3,0,0,66.66,1,4,0,39,2,9.75,7,7,0,1,0
9,PP Shaw,run out (Mandeep Singh),13,11,1,1,118.18,2,,,,,,,,,,
10,S Dhawan,c R Ashwin b Viljoen,56,41,7,1,136.58,2,,,,,,,,,,
11,SS Iyer,not out,58,49,5,1,118.36,2,,,,,,,,,,
12,RR Pant,c Curran b Viljoen,6,7,1,0,85.71,2,,,,,,,,,,
13,CA Ingram,b Mohammed Shami,19,9,4,0,211.11,2,,,,,,,,,,
14,AR Patel,run out (Agarwal/†Rahul),1,1,0,0,100,2,3,0,22,2,7.33,5,1,1,0,0
15,SE Rutherford,not out,2,2,0,0,100,2,1,0,5,0,5,1,0,0,0,0
16,M Ashwin,DNB,0,0,0,0,0,1,3,0,20,0,6.66,6,1,0,2,1
17,Mohammed Shami,DNB,0,0,0,0,0,1,4,0,21,1,5.25,11,1,1,0,0
18,A Mishra,DNB,0,0,0,0,0,2,4,0,41,0,10.25,2,1,3,0,0
19,K Rabada,DNB,0,0,0,0,0,2,4,0,23,2,5.75,13,2,1,0,0
20,I Sharma,DNB,0,0,0,0,0,2,4,0,29,0,7.25,11,3,1,2,0
21,S Lamichhane,DNB,0,0,0,0,0,2,4,0,40,3,10,12,6,2,0,0
0,DA Warner,c Smith b Thomas,37,32,0,0,115.62,1,,,,,,,,,,
1,KS Williamson,b Gopal,13,14,2,0,92.85,1,,,,,,,,,,
2,MK Pandey,c †Samson b Gopal,61,36,9,0,169.44,1,,,,,,,,,,
3,V Shankar,c Unadkat b Aaron,8,10,0,0,80,1,,,,,,,,,,
4,Shakib Al Hasan,c Gopal b Unadkat,9,10,0,0,90,1,3.1,0,26,1,8.21,5,3,0,0,0
5,DJ Hooda,c & b Unadkat,0,1,0,0,0,1,,,,,,,,,,
6,WP Saha,c †Samson b Thomas,5,5,0,0,100,1,,,,,,,,,,
7,Rashid Khan,not out,17,8,1,1,212.5,1,4,0,30,1,7.5,10,1,2,0,0
8,B Kumar,c Unadkat b Aaron,1,4,0,0,25,1,4,0,22,0,5.5,14,3,0,1,0
9,S Kaul,not out,0,0,0,0,0,1,4,0,48,0,12,8,4,3,2,0
10,AM Rahane,c Warner b Shakib Al Hasan,39,34,4,1,114.7,2,,,,,,,,,,
11,LS Livingstone,c †Saha b Rashid Khan,44,26,4,3,169.23,2,,,,,,,,,,
